order_id,consumer_id,farmer_id,crop,distance_km,quantity_kg,local_emissions_kg_co2,baseline_emissions_kg_co2,emissions_saved_kg_co2,pct_reduction_vs_baseline,sustainability_score
ORD-005349,CONS-0272,FARM-0037,Tomato,6.7,3,0.0024,0.312,0.3096,99.2,99.2
ORD-005350,CONS-0225,FARM-0107,Potato,7.9,8,0.0076,0.832,0.8244,99.1,99.1
ORD-005351,CONS-0057,FARM-0119,Tomato,4.2,6,0.003,0.624,0.621,99.5,99.5
ORD-005352,CONS-0463,FARM-0109,Methi,2.9,4,0.0014,0.416,0.4146,99.7,99.7
ORD-005353,CONS-0539,FARM-0052,Methi,12.1,8,0.0116,0.832,0.8204,98.6,98.6
ORD-005354,CONS-0376,FARM-0136,Green Chilli,12.1,6,0.0087,0.624,0.6153,98.6,98.6
ORD-005355,CONS-0079,FARM-0128,Brinjal,23.7,6,0.0171,0.624,0.6069,97.3,97.3
ORD-005356,CONS-0321,FARM-0116,Tomato,10.8,4,0.0052,0.416,0.4108,98.8,98.8
ORD-005357,CONS-0742,FARM-0109,Brinjal,6.6,1,0.0008,0.104,0.1032,99.2,99.2
ORD-005358,CONS-0006,FARM-0144,Brinjal,5.9,2,0.0014,0.208,0.2066,99.3,99.3
ORD-005359,CONS-0428,FARM-0114,Onion,11.0,2,0.0026,0.208,0.2054,98.8,98.8
ORD-005360,CONS-0462,FARM-0007,Methi,2.8,6,0.002,0.624,0.622,99.7,99.7
ORD-005361,CONS-0096,FARM-0107,Potato,6.8,3,0.0024,0.312,0.3096,99.2,99.2
ORD-005362,CONS-0529,FARM-0067,Methi,10.2,1,0.0012,0.104,0.1028,98.8,98.8
ORD-005363,CONS-0369,FARM-0037,Tomato,5.4,1,0.0006,0.104,0.1034,99.4,99.4
ORD-005364,CONS-0247,FARM-0002,Methi,9.7,6,0.007,0.624,0.617,98.9,98.9
ORD-005365,CONS-0007,FARM-0109,Green Chilli,3.7,5,0.0022,0.52,0.5178,99.6,99.6
ORD-005366,CONS-0197,FARM-0086,Tomato,9.4,2,0.0023,0.208,0.2057,98.9,98.9
ORD-005367,CONS-0361,FARM-0005,Elephant Yam (Suran),3.6,4,0.0017,0.416,0.4143,99.6,99.6
ORD-005368,CONS-0584,FARM-0039,Brinjal,6.4,5,0.0038,0.52,0.5162,99.3,99.3
ORD-005369,CONS-0307,FARM-0133,Potato,6.0,4,0.0029,0.416,0.4131,99.3,99.3
ORD-005370,CONS-0002,FARM-0097,Tomato,4.8,5,0.0029,0.52,0.5171,99.4,99.4
ORD-005371,CONS-0302,FARM-0135,Onion,12.3,5,0.0074,0.52,0.5126,98.6,98.6
ORD-005372,CONS-0037,FARM-0132,Methi,10.5,4,0.005,0.416,0.411,98.8,98.8
ORD-005373,CONS-0211,FARM-0110,Peas,6.0,4,0.0029,0.416,0.4131,99.3,99.3
ORD-005374,CONS-0005,FARM-0133,Potato,6.7,3,0.0024,0.312,0.3096,99.2,99.2
ORD-005375,CONS-0154,FARM-0053,Methi,18.5,5,0.0111,0.52,0.5089,97.9,97.9
ORD-005376,CONS-0728,FARM-0116,Tomato,13.8,2,0.0033,0.208,0.2047,98.4,98.4
ORD-005377,CONS-0335,FARM-0062,Elephant Yam (Suran),8.9,9,0.0096,0.936,0.9264,99.0,99.0
ORD-005378,CONS-0427,FARM-0066,Potato,13.1,1,0.0016,0.104,0.1024,98.5,98.5
ORD-005379,CONS-0525,FARM-0132,Methi,3.4,7,0.0029,0.728,0.7251,99.6,99.6
ORD-005380,CONS-0579,FARM-0107,Elephant Yam (Suran),5.8,2,0.0014,0.208,0.2066,99.3,99.3
ORD-005381,CONS-0765,FARM-0019,Potato,4.8,1,0.0006,0.104,0.1034,99.4,99.4
ORD-005382,CONS-0538,FARM-0123,Methi,10.7,6,0.0077,0.624,0.6163,98.8,98.8
ORD-005383,CONS-0623,FARM-0007,Methi,9.6,2,0.0023,0.208,0.2057,98.9,98.9
ORD-005384,CONS-0567,FARM-0142,Methi,4.9,5,0.0029,0.52,0.5171,99.4,99.4
ORD-005385,CONS-0420,FARM-0106,Methi,13.7,8,0.0132,0.832,0.8188,98.4,98.4
ORD-005386,CONS-0609,FARM-0002,Methi,11.4,5,0.0068,0.52,0.5132,98.7,98.7
ORD-005387,CONS-0756,FARM-0121,Potato,12.3,8,0.0118,0.832,0.8202,98.6,98.6
ORD-005388,CONS-0341,FARM-0093,Methi,14.5,7,0.0122,0.728,0.7158,98.3,98.3
ORD-005389,CONS-0454,FARM-0126,Potato,2.7,4,0.0013,0.416,0.4147,99.7,99.7
ORD-005390,CONS-0539,FARM-0106,Methi,8.1,4,0.0039,0.416,0.4121,99.1,99.1
ORD-005391,CONS-0330,FARM-0126,Potato,8.1,3,0.0029,0.312,0.3091,99.1,99.1
ORD-005392,CONS-0202,FARM-0021,Green Chilli,13.9,3,0.005,0.312,0.307,98.4,98.4
ORD-005393,CONS-0071,FARM-0019,Brinjal,7.5,4,0.0036,0.416,0.4124,99.1,99.1
ORD-005394,CONS-0447,FARM-0142,Methi,8.4,8,0.0081,0.832,0.8239,99.0,99.0
ORD-005395,CONS-0168,FARM-0011,Potato,23.4,2,0.0056,0.208,0.2024,97.3,97.3
ORD-005396,CONS-0324,FARM-0053,Methi,19.7,6,0.0142,0.624,0.6098,97.7,97.7
ORD-005397,CONS-0701,FARM-0110,Tomato,6.8,3,0.0024,0.312,0.3096,99.2,99.2
ORD-005398,CONS-0431,FARM-0093,Tomato,3.7,5,0.0022,0.52,0.5178,99.6,99.6
ORD-005399,CONS-0328,FARM-0005,Onion,6.1,1,0.0007,0.104,0.1033,99.3,99.3
ORD-005400,CONS-0755,FARM-0018,Onion,11.4,9,0.0123,0.936,0.9237,98.7,98.7
ORD-005401,CONS-0091,FARM-0016,Brinjal,13.4,8,0.0129,0.832,0.8191,98.4,98.4
ORD-005402,CONS-0084,FARM-0128,Methi,19.2,7,0.0161,0.728,0.7119,97.8,97.8
ORD-005403,CONS-0299,FARM-0106,Tomato,22.2,3,0.008,0.312,0.304,97.4,97.4
ORD-005404,CONS-0259,FARM-0142,Methi,5.4,5,0.0032,0.52,0.5168,99.4,99.4
ORD-005405,CONS-0295,FARM-0107,Elephant Yam (Suran),9.1,4,0.0044,0.416,0.4116,98.9,98.9
ORD-005406,CONS-0145,FARM-0056,Bhindi (Ladies finger),14.6,8,0.014,0.832,0.818,98.3,98.3
ORD-005407,CONS-0467,FARM-0125,Elephant Yam (Suran),6.6,6,0.0048,0.624,0.6192,99.2,99.2
ORD-005408,CONS-0487,FARM-0005,Onion,7.0,9,0.0076,0.936,0.9284,99.2,99.2
ORD-005409,CONS-0469,FARM-0110,Green Chilli,5.9,8,0.0057,0.832,0.8263,99.3,99.3
ORD-005410,CONS-0132,FARM-0017,Methi,14.2,4,0.0068,0.416,0.4092,98.4,98.4
ORD-005411,CONS-0494,FARM-0002,Green Chilli,8.1,2,0.0019,0.208,0.2061,99.1,99.1
ORD-005412,CONS-0735,FARM-0029,Bhindi (Ladies finger),5.8,2,0.0014,0.208,0.2066,99.3,99.3
ORD-005413,CONS-0669,FARM-0132,Methi,10.8,6,0.0078,0.624,0.6162,98.8,98.8
ORD-005414,CONS-0371,FARM-0028,Methi,10.0,1,0.0012,0.104,0.1028,98.8,98.8
ORD-005415,CONS-0130,FARM-0002,Green Chilli,1.5,6,0.0011,0.624,0.6229,99.8,99.8
ORD-005416,CONS-0709,FARM-0005,Elephant Yam (Suran),6.6,1,0.0008,0.104,0.1032,99.2,99.2
ORD-005417,CONS-0532,FARM-0064,Tomato,3.6,2,0.0009,0.208,0.2071,99.6,99.6
ORD-005418,CONS-0356,FARM-0010,Methi,11.4,2,0.0027,0.208,0.2053,98.7,98.7
ORD-005419,CONS-0561,FARM-0064,Tomato,7.2,4,0.0035,0.416,0.4125,99.2,99.2
ORD-005420,CONS-0690,FARM-0097,Tomato,7.2,4,0.0035,0.416,0.4125,99.2,99.2
ORD-005421,CONS-0603,FARM-0064,Tomato,5.8,5,0.0035,0.52,0.5165,99.3,99.3
ORD-005422,CONS-0701,FARM-0008,Tomato,18.1,1,0.0022,0.104,0.1018,97.9,97.9
ORD-005423,CONS-0796,FARM-0046,Methi,7.9,5,0.0047,0.52,0.5153,99.1,99.1
ORD-005424,CONS-0184,FARM-0119,Onion,1.9,8,0.0018,0.832,0.8302,99.8,99.8
ORD-005425,CONS-0508,FARM-0006,Methi,23.4,6,0.0168,0.624,0.6072,97.3,97.3
ORD-005426,CONS-0558,FARM-0042,Potato,8.5,6,0.0061,0.624,0.6179,99.0,99.0
ORD-005427,CONS-0446,FARM-0086,Tomato,2.8,5,0.0017,0.52,0.5183,99.7,99.7
ORD-005428,CONS-0409,FARM-0110,Tomato,8.3,1,0.001,0.104,0.103,99.0,99.0
ORD-005429,CONS-0281,FARM-0142,Methi,12.8,3,0.0046,0.312,0.3074,98.5,98.5
ORD-005430,CONS-0249,FARM-0127,Tomato,8.8,9,0.0095,0.936,0.9265,99.0,99.0
ORD-005431,CONS-0676,FARM-0053,Onion,12.5,6,0.009,0.624,0.615,98.6,98.6
ORD-005432,CONS-0509,FARM-0125,Elephant Yam (Suran),5.4,2,0.0013,0.208,0.2067,99.4,99.4
ORD-005433,CONS-0454,FARM-0107,Potato,13.0,4,0.0062,0.416,0.4098,98.5,98.5
ORD-005434,CONS-0158,FARM-0128,Methi,22.6,5,0.0136,0.52,0.5064,97.4,97.4
ORD-005435,CONS-0683,FARM-0142,Methi,6.3,6,0.0045,0.624,0.6195,99.3,99.3
ORD-005436,CONS-0691,FARM-0137,Bhindi (Ladies finger),6.5,4,0.0031,0.416,0.4129,99.3,99.3
ORD-005437,CONS-0614,FARM-0025,Tomato,7.8,3,0.0028,0.312,0.3092,99.1,99.1
ORD-005438,CONS-0065,FARM-0077,Bhindi (Ladies finger),15.9,7,0.0134,0.728,0.7146,98.2,98.2
ORD-005439,CONS-0425,FARM-0015,Methi,3.4,3,0.0012,0.312,0.3108,99.6,99.6
ORD-005440,CONS-0531,FARM-0135,Tomato,6.3,8,0.006,0.832,0.826,99.3,99.3
ORD-005441,CONS-0779,FARM-0127,Tomato,6.5,6,0.0047,0.624,0.6193,99.2,99.2
ORD-005442,CONS-0204,FARM-0016,Brinjal,6.9,8,0.0066,0.832,0.8254,99.2,99.2
ORD-005443,CONS-0417,FARM-0017,Methi,8.4,8,0.0081,0.832,0.8239,99.0,99.0
ORD-005444,CONS-0365,FARM-0067,Methi,14.6,3,0.0053,0.312,0.3067,98.3,98.3
ORD-005445,CONS-0383,FARM-0128,Methi,20.3,5,0.0122,0.52,0.5078,97.7,97.7
ORD-005446,CONS-0551,FARM-0016,Methi,8.3,6,0.006,0.624,0.618,99.0,99.0
ORD-005447,CONS-0402,FARM-0046,Peas,17.4,9,0.0188,0.936,0.9172,98.0,98.0
ORD-005448,CONS-0097,FARM-0033,Tomato,7.9,6,0.0057,0.624,0.6183,99.1,99.1
ORD-005449,CONS-0169,FARM-0006,Green Chilli,13.0,5,0.0078,0.52,0.5122,98.5,98.5
ORD-005450,CONS-0313,FARM-0064,Tomato,3.4,1,0.0004,0.104,0.1036,99.6,99.6
ORD-005451,CONS-0053,FARM-0002,Methi,13.1,5,0.0079,0.52,0.5121,98.5,98.5
ORD-005452,CONS-0698,FARM-0018,Onion,6.7,3,0.0024,0.312,0.3096,99.2,99.2
ORD-005453,CONS-0078,FARM-0005,Elephant Yam (Suran),9.2,5,0.0055,0.52,0.5145,98.9,98.9
ORD-005454,CONS-0137,FARM-0002,Methi,5.3,8,0.0051,0.832,0.8269,99.4,99.4
ORD-005455,CONS-0367,FARM-0111,Methi,5.0,4,0.0024,0.416,0.4136,99.4,99.4
ORD-005456,CONS-0078,FARM-0000,Tomato,11.5,1,0.0014,0.104,0.1026,98.7,98.7
ORD-005457,CONS-0610,FARM-0025,Tomato,4.4,1,0.0005,0.104,0.1035,99.5,99.5
ORD-005458,CONS-0690,FARM-0127,Tomato,10.1,2,0.0024,0.208,0.2056,98.8,98.8
ORD-005459,CONS-0122,FARM-0050,Tomato,15.6,1,0.0019,0.104,0.1021,98.2,98.2
ORD-005460,CONS-0441,FARM-0002,Green Chilli,12.3,1,0.0015,0.104,0.1025,98.6,98.6
ORD-005461,CONS-0600,FARM-0017,Methi,4.6,9,0.005,0.936,0.931,99.5,99.5
ORD-005462,CONS-0727,FARM-0120,Brinjal,14.3,8,0.0137,0.832,0.8183,98.4,98.4
ORD-005463,CONS-0455,FARM-0021,Bhindi (Ladies finger),7.7,9,0.0083,0.936,0.9277,99.1,99.1
ORD-005464,CONS-0488,FARM-0060,Bhindi (Ladies finger),14.2,6,0.0102,0.624,0.6138,98.4,98.4
ORD-005465,CONS-0277,FARM-0019,Potato,7.2,3,0.0026,0.312,0.3094,99.2,99.2
ORD-005466,CONS-0455,FARM-0007,Methi,9.4,1,0.0011,0.104,0.1029,98.9,98.9
ORD-005467,CONS-0137,FARM-0002,Methi,5.3,6,0.0038,0.624,0.6202,99.4,99.4
ORD-005468,CONS-0570,FARM-0025,Tomato,11.0,3,0.004,0.312,0.308,98.7,98.7
ORD-005469,CONS-0569,FARM-0106,Tomato,13.7,1,0.0016,0.104,0.1024,98.5,98.5
ORD-005470,CONS-0344,FARM-0019,Brinjal,4.0,2,0.001,0.208,0.207,99.5,99.5
ORD-005471,CONS-0403,FARM-0107,Tomato,2.6,3,0.0009,0.312,0.3111,99.7,99.7
ORD-005472,CONS-0058,FARM-0093,Methi,2.8,6,0.002,0.624,0.622,99.7,99.7
ORD-005473,CONS-0161,FARM-0017,Bhindi (Ladies finger),3.9,7,0.0033,0.728,0.7247,99.5,99.5
ORD-005474,CONS-0141,FARM-0007,Methi,7.0,8,0.0067,0.832,0.8253,99.2,99.2
ORD-005475,CONS-0520,FARM-0126,Potato,8.1,8,0.0078,0.832,0.8242,99.1,99.1
ORD-005476,CONS-0742,FARM-0045,Potato,11.5,7,0.0097,0.728,0.7183,98.7,98.7
ORD-005477,CONS-0483,FARM-0119,Tomato,5.6,6,0.004,0.624,0.62,99.4,99.4
ORD-005478,CONS-0140,FARM-0021,Bhindi (Ladies finger),7.2,9,0.0078,0.936,0.9282,99.2,99.2
ORD-005479,CONS-0157,FARM-0112,Onion,22.3,9,0.0241,0.936,0.9119,97.4,97.4
ORD-005480,CONS-0034,FARM-0021,Bhindi (Ladies finger),1.5,8,0.0014,0.832,0.8306,99.8,99.8
ORD-005481,CONS-0395,FARM-0017,Methi,7.9,3,0.0028,0.312,0.3092,99.1,99.1
ORD-005482,CONS-0024,FARM-0111,Methi,2.2,9,0.0024,0.936,0.9336,99.7,99.7
ORD-005483,CONS-0010,FARM-0093,Methi,3.1,2,0.0007,0.208,0.2073,99.7,99.7
ORD-005484,CONS-0504,FARM-0110,Green Chilli,7.5,1,0.0009,0.104,0.1031,99.1,99.1
ORD-005485,CONS-0225,FARM-0052,Methi,2.1,6,0.0015,0.624,0.6225,99.8,99.8
ORD-005486,CONS-0509,FARM-0017,Bhindi (Ladies finger),9.3,9,0.01,0.936,0.926,98.9,98.9
ORD-005487,CONS-0571,FARM-0052,Methi,3.8,3,0.0014,0.312,0.3106,99.6,99.6
ORD-005488,CONS-0248,FARM-0006,Methi,10.6,5,0.0064,0.52,0.5136,98.8,98.8
ORD-005489,CONS-0030,FARM-0021,Bhindi (Ladies finger),2.0,2,0.0005,0.208,0.2075,99.8,99.8
ORD-005490,CONS-0067,FARM-0111,Methi,1.1,1,0.0001,0.104,0.1039,99.9,99.9
ORD-005491,CONS-0375,FARM-0135,Potato,13.5,3,0.0049,0.312,0.3071,98.4,98.4
ORD-005492,CONS-0361,FARM-0009,Onion,20.1,5,0.0121,0.52,0.5079,97.7,97.7
ORD-005493,CONS-0392,FARM-0126,Potato,12.4,1,0.0015,0.104,0.1025,98.6,98.6
ORD-005494,CONS-0253,FARM-0045,Potato,2.2,2,0.0005,0.208,0.2075,99.8,99.8
ORD-005495,CONS-0200,FARM-0135,Potato,3.9,1,0.0005,0.104,0.1035,99.5,99.5
ORD-005496,CONS-0549,FARM-0005,Onion,5.8,8,0.0056,0.832,0.8264,99.3,99.3
ORD-005497,CONS-0158,FARM-0017,Methi,1.4,3,0.0005,0.312,0.3115,99.8,99.8
ORD-005498,CONS-0475,FARM-0112,Green Chilli,22.9,2,0.0055,0.208,0.2025,97.4,97.4
ORD-005499,CONS-0054,FARM-0005,Onion,6.9,9,0.0075,0.936,0.9285,99.2,99.2
ORD-005500,CONS-0594,FARM-0106,Methi,9.0,9,0.0097,0.936,0.9263,99.0,99.0
ORD-005501,CONS-0246,FARM-0053,Onion,17.9,1,0.0021,0.104,0.1019,98.0,98.0
ORD-005502,CONS-0098,FARM-0019,Potato,12.0,2,0.0029,0.208,0.2051,98.6,98.6
ORD-005503,CONS-0140,FARM-0007,Methi,9.0,4,0.0043,0.416,0.4117,99.0,99.0
ORD-005504,CONS-0365,FARM-0129,Brinjal,14.5,6,0.0104,0.624,0.6136,98.3,98.3
ORD-005505,CONS-0705,FARM-0117,Elephant Yam (Suran),4.5,3,0.0016,0.312,0.3104,99.5,99.5
ORD-005506,CONS-0720,FARM-0136,Green Chilli,17.2,1,0.0021,0.104,0.1019,98.0,98.0
ORD-005507,CONS-0318,FARM-0097,Tomato,4.1,8,0.0039,0.832,0.8281,99.5,99.5
ORD-005508,CONS-0727,FARM-0120,Methi,14.3,8,0.0137,0.832,0.8183,98.4,98.4
ORD-005509,CONS-0325,FARM-0142,Methi,4.9,2,0.0012,0.208,0.2068,99.4,99.4
ORD-005510,CONS-0745,FARM-0080,Bhindi (Ladies finger),1.3,2,0.0003,0.208,0.2077,99.9,99.9
ORD-005511,CONS-0002,FARM-0039,Brinjal,13.9,5,0.0083,0.52,0.5117,98.4,98.4
ORD-005512,CONS-0353,FARM-0060,Methi,7.9,8,0.0076,0.832,0.8244,99.1,99.1
ORD-005513,CONS-0517,FARM-0119,Tomato,6.9,6,0.005,0.624,0.619,99.2,99.2
ORD-005514,CONS-0514,FARM-0093,Methi,6.3,7,0.0053,0.728,0.7227,99.3,99.3
ORD-005515,CONS-0694,FARM-0125,Elephant Yam (Suran),5.8,6,0.0042,0.624,0.6198,99.3,99.3
ORD-005516,CONS-0588,FARM-0116,Tomato,9.4,8,0.009,0.832,0.823,98.9,98.9
ORD-005517,CONS-0507,FARM-0097,Tomato,6.2,2,0.0015,0.208,0.2065,99.3,99.3
ORD-005518,CONS-0161,FARM-0005,Onion,4.2,9,0.0045,0.936,0.9315,99.5,99.5
ORD-005519,CONS-0208,FARM-0042,Potato,10.4,2,0.0025,0.208,0.2055,98.8,98.8
ORD-005520,CONS-0569,FARM-0033,Tomato,8.0,6,0.0058,0.624,0.6182,99.1,99.1
ORD-005521,CONS-0359,FARM-0111,Methi,5.6,3,0.002,0.312,0.31,99.4,99.4
ORD-005522,CONS-0770,FARM-0086,Tomato,3.6,4,0.0017,0.416,0.4143,99.6,99.6
ORD-005523,CONS-0267,FARM-0013,Peas,8.6,1,0.001,0.104,0.103,99.0,99.0
ORD-005524,CONS-0101,FARM-0008,Tomato,17.7,5,0.0106,0.52,0.5094,98.0,98.0
ORD-005525,CONS-0294,FARM-0006,Methi,25.4,9,0.0274,0.936,0.9086,97.1,97.1
ORD-005526,CONS-0058,FARM-0093,Methi,2.8,6,0.002,0.624,0.622,99.7,99.7
ORD-005527,CONS-0071,FARM-0148,Tomato,14.8,1,0.0018,0.104,0.1022,98.3,98.3
ORD-005528,CONS-0394,FARM-0137,Bhindi (Ladies finger),3.8,4,0.0018,0.416,0.4142,99.6,99.6
ORD-005529,CONS-0557,FARM-0053,Methi,15.1,3,0.0054,0.312,0.3066,98.3,98.3
ORD-005530,CONS-0162,FARM-0127,Tomato,9.0,4,0.0043,0.416,0.4117,99.0,99.0
ORD-005531,CONS-0193,FARM-0110,Tomato,8.1,2,0.0019,0.208,0.2061,99.1,99.1
ORD-005532,CONS-0136,FARM-0016,Methi,12.8,6,0.0092,0.624,0.6148,98.5,98.5
ORD-005533,CONS-0579,FARM-0096,Brinjal,7.5,2,0.0018,0.208,0.2062,99.1,99.1
ORD-005534,CONS-0197,FARM-0045,Potato,9.6,3,0.0035,0.312,0.3085,98.9,98.9
ORD-005535,CONS-0638,FARM-0067,Tomato,5.6,2,0.0013,0.208,0.2067,99.4,99.4
ORD-005536,CONS-0794,FARM-0132,Methi,3.9,2,0.0009,0.208,0.2071,99.6,99.6
ORD-005537,CONS-0467,FARM-0136,Garlic,5.4,6,0.0039,0.624,0.6201,99.4,99.4
ORD-005538,CONS-0506,FARM-0042,Potato,9.6,8,0.0092,0.832,0.8228,98.9,98.9
ORD-005539,CONS-0470,FARM-0142,Methi,4.1,1,0.0005,0.104,0.1035,99.5,99.5
ORD-005540,CONS-0109,FARM-0016,Methi,10.2,7,0.0086,0.728,0.7194,98.8,98.8
ORD-005541,CONS-0186,FARM-0105,Onion,11.8,7,0.0099,0.728,0.7181,98.6,98.6
ORD-005542,CONS-0379,FARM-0024,Onion,20.0,8,0.0192,0.832,0.8128,97.7,97.7
ORD-005543,CONS-0094,FARM-0039,Brinjal,2.8,5,0.0017,0.52,0.5183,99.7,99.7
ORD-005544,CONS-0704,FARM-0144,Brinjal,7.6,8,0.0073,0.832,0.8247,99.1,99.1
ORD-005545,CONS-0009,FARM-0114,Tomato,16.6,1,0.002,0.104,0.102,98.1,98.1
ORD-005546,CONS-0571,FARM-0107,Elephant Yam (Suran),8.3,9,0.009,0.936,0.927,99.0,99.0
ORD-005547,CONS-0153,FARM-0010,Onion,17.6,4,0.0084,0.416,0.4076,98.0,98.0
ORD-005548,CONS-0584,FARM-0007,Methi,1.3,5,0.0008,0.52,0.5192,99.8,99.8
ORD-005549,CONS-0589,FARM-0121,Methi,7.9,8,0.0076,0.832,0.8244,99.1,99.1
ORD-005550,CONS-0036,FARM-0052,Methi,2.6,9,0.0028,0.936,0.9332,99.7,99.7
ORD-005551,CONS-0159,FARM-0007,Methi,3.5,1,0.0004,0.104,0.1036,99.6,99.6
ORD-005552,CONS-0315,FARM-0145,Brinjal,17.8,6,0.0128,0.624,0.6112,97.9,97.9
ORD-005553,CONS-0688,FARM-0039,Brinjal,4.0,7,0.0034,0.728,0.7246,99.5,99.5
ORD-005554,CONS-0073,FARM-0116,Tomato,14.4,5,0.0086,0.52,0.5114,98.3,98.3
ORD-005555,CONS-0582,FARM-0132,Methi,8.0,1,0.001,0.104,0.103,99.0,99.0
ORD-005556,CONS-0049,FARM-0107,Elephant Yam (Suran),5.2,2,0.0012,0.208,0.2068,99.4,99.4
ORD-005557,CONS-0270,FARM-0015,Methi,6.2,6,0.0045,0.624,0.6195,99.3,99.3
ORD-005558,CONS-0431,FARM-0086,Tomato,3.3,5,0.002,0.52,0.518,99.6,99.6
ORD-005559,CONS-0365,FARM-0080,Green Chilli,3.9,1,0.0005,0.104,0.1035,99.5,99.5
ORD-005560,CONS-0756,FARM-0064,Tomato,4.9,1,0.0006,0.104,0.1034,99.4,99.4
ORD-005561,CONS-0294,FARM-0017,Methi,3.2,6,0.0023,0.624,0.6217,99.6,99.6
ORD-005562,CONS-0393,FARM-0005,Elephant Yam (Suran),11.2,4,0.0054,0.416,0.4106,98.7,98.7
ORD-005563,CONS-0641,FARM-0037,Tomato,3.4,1,0.0004,0.104,0.1036,99.6,99.6
ORD-005564,CONS-0422,FARM-0052,Methi,3.7,4,0.0018,0.416,0.4142,99.6,99.6
ORD-005565,CONS-0063,FARM-0046,Methi,12.1,2,0.0029,0.208,0.2051,98.6,98.6
ORD-005566,CONS-0645,FARM-0109,Methi,11.5,1,0.0014,0.104,0.1026,98.7,98.7
ORD-005567,CONS-0513,FARM-0134,Bhindi (Ladies finger),9.2,3,0.0033,0.312,0.3087,98.9,98.9
ORD-005568,CONS-0022,FARM-0088,Elephant Yam (Suran),6.3,4,0.003,0.416,0.413,99.3,99.3
ORD-005569,CONS-0703,FARM-0115,Peas,4.7,2,0.0011,0.208,0.2069,99.5,99.5
ORD-005570,CONS-0122,FARM-0115,Peas,4.7,2,0.0011,0.208,0.2069,99.5,99.5
ORD-005571,CONS-0714,FARM-0144,Brinjal,0.8,1,0.0001,0.104,0.1039,99.9,99.9
ORD-005572,CONS-0069,FARM-0080,Bhindi (Ladies finger),6.7,8,0.0064,0.832,0.8256,99.2,99.2
ORD-005573,CONS-0414,FARM-0015,Methi,11.9,9,0.0129,0.936,0.9231,98.6,98.6
ORD-005574,CONS-0399,FARM-0060,Methi,6.6,6,0.0048,0.624,0.6192,99.2,99.2
ORD-005575,CONS-0330,FARM-0060,Bhindi (Ladies finger),12.1,5,0.0073,0.52,0.5127,98.6,98.6
ORD-005576,CONS-0105,FARM-0017,Methi,7.7,4,0.0037,0.416,0.4123,99.1,99.1
ORD-005577,CONS-0336,FARM-0019,Brinjal,2.8,7,0.0024,0.728,0.7256,99.7,99.7
ORD-005578,CONS-0343,FARM-0039,Brinjal,2.9,9,0.0031,0.936,0.9329,99.7,99.7
ORD-005579,CONS-0246,FARM-0110,Tomato,9.9,1,0.0012,0.104,0.1028,98.8,98.8
ORD-005580,CONS-0537,FARM-0037,Tomato,10.8,9,0.0117,0.936,0.9243,98.8,98.8
ORD-005581,CONS-0073,FARM-0022,Methi,13.7,5,0.0082,0.52,0.5118,98.4,98.4
ORD-005582,CONS-0699,FARM-0117,Elephant Yam (Suran),5.7,7,0.0048,0.728,0.7232,99.3,99.3
ORD-005583,CONS-0733,FARM-0110,Tomato,4.9,2,0.0012,0.208,0.2068,99.4,99.4
ORD-005584,CONS-0597,FARM-0132,Methi,7.3,9,0.0079,0.936,0.9281,99.2,99.2
ORD-005585,CONS-0074,FARM-0028,Methi,21.3,1,0.0026,0.104,0.1014,97.5,97.5
ORD-005586,CONS-0525,FARM-0132,Methi,3.4,3,0.0012,0.312,0.3108,99.6,99.6
ORD-005587,CONS-0247,FARM-0133,Potato,8.9,2,0.0021,0.208,0.2059,99.0,99.0
ORD-005588,CONS-0559,FARM-0005,Onion,5.1,1,0.0006,0.104,0.1034,99.4,99.4
ORD-005589,CONS-0054,FARM-0017,Methi,4.5,7,0.0038,0.728,0.7242,99.5,99.5
ORD-005590,CONS-0676,FARM-0053,Onion,12.5,1,0.0015,0.104,0.1025,98.6,98.6
ORD-005591,CONS-0296,FARM-0111,Methi,2.4,6,0.0017,0.624,0.6223,99.7,99.7
ORD-005592,CONS-0502,FARM-0135,Onion,7.5,3,0.0027,0.312,0.3093,99.1,99.1
ORD-005593,CONS-0175,FARM-0141,Methi,15.8,2,0.0038,0.208,0.2042,98.2,98.2
ORD-005594,CONS-0502,FARM-0135,Onion,7.5,6,0.0054,0.624,0.6186,99.1,99.1
ORD-005595,CONS-0074,FARM-0109,Methi,14.9,8,0.0143,0.832,0.8177,98.3,98.3
ORD-005596,CONS-0606,FARM-0145,Brinjal,20.7,2,0.005,0.208,0.203,97.6,97.6
ORD-005597,CONS-0531,FARM-0007,Methi,8.7,1,0.001,0.104,0.103,99.0,99.0
ORD-005598,CONS-0755,FARM-0007,Methi,4.1,3,0.0015,0.312,0.3105,99.5,99.5
ORD-005599,CONS-0419,FARM-0135,Tomato,14.2,3,0.0051,0.312,0.3069,98.4,98.4
ORD-005600,CONS-0591,FARM-0141,Methi,12.7,5,0.0076,0.52,0.5124,98.5,98.5
ORD-005601,CONS-0599,FARM-0136,Green Chilli,13.3,2,0.0032,0.208,0.2048,98.5,98.5
ORD-005602,CONS-0314,FARM-0021,Green Chilli,0.6,5,0.0004,0.52,0.5196,99.9,99.9
ORD-005603,CONS-0640,FARM-0128,Methi,19.7,3,0.0071,0.312,0.3049,97.7,97.7
ORD-005604,CONS-0065,FARM-0098,Tomato,17.0,5,0.0102,0.52,0.5098,98.0,98.0
